Term	P-value	Genes
HMDB07836	0.4217863792683453	PRKD3
HMDB07835	0.4217863792683453	PRKD3
HMDB07839	0.4217863792683453	PRKD3
HMDB07820	0.4217863792683453	PRKD3
HMDB07821	0.4217863792683453	PRKD3
HMDB07822	0.4217863792683453	PRKD3
HMDB07823	0.4217863792683453	PRKD3
HMDB07829	0.4217863792683453	PRKD3
HMDB07828	0.4217863792683453	PRKD3
HMDB07825	0.4217863792683453	PRKD3
HMDB07824	0.4217863792683453	PRKD3
HMDB07827	0.4217863792683453	PRKD3
HMDB07826	0.4217863792683453	PRKD3
HMDB07811	0.4217863792683453	PRKD3
HMDB07812	0.4217863792683453	PRKD3
HMDB07810	0.4217863792683453	PRKD3
HMDB07819	0.4217863792683453	PRKD3
HMDB07818	0.4217863792683453	PRKD3
HMDB07817	0.4217863792683453	PRKD3
HMDB07816	0.4217863792683453	PRKD3
HMDB07815	0.4217863792683453	PRKD3
HMDB07814	0.4217863792683453	PRKD3
HMDB07813	0.4217863792683453	PRKD3
HMDB07547	0.4217863792683453	PRKD3
HMDB07548	0.4217863792683453	PRKD3
HMDB07545	0.4217863792683453	PRKD3
HMDB07546	0.4217863792683453	PRKD3
HMDB07543	0.4217863792683453	PRKD3
HMDB07544	0.4217863792683453	PRKD3
HMDB07541	0.4217863792683453	PRKD3
HMDB07542	0.4217863792683453	PRKD3
HMDB07540	0.4217863792683453	PRKD3
HMDB07549	0.4217863792683453	PRKD3
HMDB07534	0.4217863792683453	PRKD3
HMDB07535	0.4217863792683453	PRKD3
HMDB07536	0.4217863792683453	PRKD3
HMDB07537	0.4217863792683453	PRKD3
HMDB07530	0.4217863792683453	PRKD3
HMDB07531	0.4217863792683453	PRKD3
