Kinase,Substrates in Input,Substrates in Database,Input Fraction,Database Fraction,Difference,P-value,Z-score,Combined Score,Substrates
EPHB2,3,38,0.01675977653631285,0.008382969335980588,0.008376807200332261,0.2029256733398488,5.398167387680379,-8.609620882305785,FOS;GRIN1;ABL1
IRAK1,4,39,0.0223463687150838,0.008603573792190603,0.013742794922893197,0.0788101862101102,3.404902063636523,-8.650879018003991,SUMO1;TRAF6;HSP90AA1;JUN
MAPK7,4,20,0.0223463687150838,0.004412089124200309,0.017934279590883492,0.011791895325817111,1.9514194965304072,-8.664971550785166,RXRA;PML;FOS;ETS1
MAPK13,1,21,0.00558659217877095,0.004632693580410324,9.538985983606257E-4,0.5742778275506193,15.933581952446277,-8.837433436852947,ATF2
MAPKAPK5,4,20,0.0223463687150838,0.004412089124200309,0.017934279590883492,0.011791895325817111,1.9981263275851644,-8.872365892717475,TP53;ATF2;MAPK13;JUN
MAP2K1,3,39,0.01675977653631285,0.008603573792190603,0.008156202744122246,0.21287690303781992,5.9504410549812015,-9.205577472268887,TRAF6;EP300;GSK3B
TYK2,2,30,0.0111731843575419,0.0066181336863004635,0.004555050671241436,0.34471431834777727,8.648345111860325,-9.210827145134784,STAT1;VAV1
RPS6KA2,4,21,0.0223463687150838,0.004632693580410324,0.017713675134673475,0.013630489907268534,2.160834917557022,-9.281749899080529,ESR1;SRF;FOS;GSK3B
BRAF,1,21,0.00558659217877095,0.004632693580410324,9.538985983606257E-4,0.5742778275506193,16.7831671199214,-9.308649036013703,YWHAQ
CAMK2D,3,35,0.01675977653631285,0.00772115596735054,0.009038620568962309,0.17380582943234635,5.411779236798725,-9.46962074185886,CREM;CEBPB;STAT1
CAMK2B,2,32,0.0111731843575419,0.007059342598720494,0.004113841758821406,0.3725161684654932,9.596077213115812,-9.47588478021055,CEBPB;ETS1
WEE1,4,18,0.0223463687150838,0.003970880211780278,0.018375488503303523,0.008611228029137505,2.0967962624436116,-9.969612745583632,CDK1;SKP2;CDK2;CSNK2A1
MAP3K10,1,21,0.00558659217877095,0.004632693580410324,9.538985983606257E-4,0.5742778275506193,17.979385438542977,-9.972121932335003,PHB
MST1R,1,19,0.00558659217877095,0.004191484667990294,0.001395107510780656,0.5398332005426978,16.436495564349027,-10.13301856606511,YWHAQ
GRK5,1,19,0.00558659217877095,0.004191484667990294,0.001395107510780656,0.5398332005426978,16.723001850984485,-10.309648280739111,TP53
TEC,2,25,0.0111731843575419,0.005515111405250386,0.005658072952291514,0.27381254636415703,8.425250676811336,-10.913324463440798,TP53;VAV1
HIPK3,3,26,0.01675977653631285,0.005735715861460402,0.011024060674852447,0.09576781478759708,4.681386047643332,-10.981729339082067,SUMO1;SIAH1;SIAH2
MAP3K2,1,18,0.00558659217877095,0.003970880211780278,0.0016157119669906721,0.5215855582923834,16.993894761947413,-11.061019464003973,MAPK8
MARK4,1,19,0.00558659217877095,0.004191484667990294,0.001395107510780656,0.5398332005426978,17.946081662081323,-11.063670960640861,TUBA4A
TRIM28,4,21,0.0223463687150838,0.004632693580410324,0.017713675134673475,0.013630489907268534,2.5911135328305166,-11.129988494931467,CEBPB;TRIM28;ESR1;SERTAD2
TRRAP,5,11,0.027932960893854747,0.0024266490183101697,0.025506311875544578,2.3230801501328489E-4,1.3459886132217258,-11.262487597581796,E2F1;KAT2A;E2F4;ESR1;BRCA1
PKD1,2,27,0.0111731843575419,0.005956320317670417,0.005216864039871483,0.3023353218925639,9.446235275736493,-11.2997617717697,CTNNB1;SIAH1
CAMK4,3,25,0.01675977653631285,0.005515111405250386,0.011244665131062464,0.08821491916524965,4.662104872216057,-11.319493558845021,CREM;CREBBP;EP300
NUAK1,3,31,0.01675977653631285,0.006838738142510479,0.00992103839380237,0.13712100699136742,5.78328844197694,-11.490766533425159,HSPA1A;HSP90AA1;PRKAB1
CLK1,1,17,0.00558659217877095,0.0037502757555702626,0.0018363164232006873,0.502618518419074,17.34021249171285,-11.928745031518453,ABL1
