logFC	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene.symbols6
-2.740300859	1442700_at	-2.740300859	6.601679488	-3.64379527	0.001819354	0.290554776	-1.140375347	Pde4b
-2.728940932	1440202_at	-2.728940932	5.324025082	-2.643375221	0.016377017	0.599644115	-3.021637159	NA
-2.719141387	1437811_x_at	-2.719141387	8.992910136	-3.056667983	0.006705992	0.449421191	-2.261125191	Cotl1
-2.705202601	1451477_at	-2.705202601	3.005310373	-2.997303455	0.007636836	0.479014675	-2.37236117	NA
-2.698055872	1460287_at	-2.698055872	8.086659102	-5.341819884	4.24E-05	0.063617041	2.055046926	Timp2
-2.693328349	1417391_a_at	-2.693328349	8.691527668	-2.500553173	0.022119268	0.636250398	-3.275063618	Il16
-2.681656252	1449869_at	-2.681656252	5.104208332	-2.545071784	0.02015161	0.630241604	-3.196694807	Vpreb1
-2.673134336	1456046_at	-2.673134336	9.343414127	-2.747522204	0.013115817	0.551255563	-2.833418405	Cd93
-2.65122481	1460330_at	-2.65122481	9.332804007	-2.32113189	0.032027298	0.720470237	-3.584490372	Anxa3
-2.650335178	1418465_at	-2.650335178	10.30908209	-2.129339123	0.047066727	0.80780809	-3.902280055	Ncf4
-2.635588868	1436838_x_at	-2.635588868	12.04249729	-3.523677638	0.002380504	0.316009678	-1.371635565	Cotl1
-2.629899405	1422527_at	-2.629899405	7.471503841	-2.069577915	0.052931205	0.826183605	-3.998201167	H2-DMa
-2.621305693	1429005_at	-2.621305693	8.605208582	-2.194581608	0.04134506	0.78132826	-3.795820982	Mfhas1
-2.618337123	1455332_x_at	-2.618337123	8.34414383	-4.733289439	0.0001596	0.094394181	0.941079225	Fcgr2b
-2.615505265	1418982_at	-2.615505265	6.514880091	-2.112035899	0.048700835	0.809343956	-3.930213217	Cebpa
-2.614381839	1447830_s_at	-2.614381839	9.319553677	-2.818484846	0.011260175	0.541992408	-2.703713262	Rgs2
-2.599778419	1423757_x_at	-2.599778419	7.508323572	-2.548259302	0.020017258	0.628280598	-3.191061137	Igfbp4
-2.588243639	1438118_x_at	-2.588243639	12.96124557	-3.180645198	0.005104336	0.401867209	-2.027184719	Vim
-2.584517854	1424133_at	-2.584517854	4.809557276	-5.421356362	3.57E-05	0.057475922	2.196802268	Tmem98
-2.581035372	1442798_x_at	-2.581035372	8.477762984	-1.878544473	0.076354655	0.912119755	-4.293726848	Hk3
-2.579845794	1459860_x_at	-2.579845794	5.614143848	-2.291240833	0.034033874	0.730126693	-3.63495558	Trim2
-2.572965843	1429831_at	-2.572965843	6.878548396	-2.057916817	0.054149937	0.827948469	-4.01673385	Pik3ap1
-2.571339184	1429089_s_at	-2.571339184	6.003819265	-4.101928848	0.000651089	0.174538446	-0.257621288	2900026A02Rik
-2.558121096	1429795_at	-2.558121096	2.827272591	-5.105828362	7.06E-05	0.065761912	1.62896612	1700001L05Rik
-2.555716286	1417122_at	-2.555716286	7.549211801	-1.946424644	0.067143253	0.882107219	-4.190742697	Vav3
-2.555185909	1425458_a_at	-2.555185909	5.649073283	-4.195200135	0.000528332	0.162972468	-0.078654961	Grb10
-2.552952995	1424683_at	-2.552952995	9.046130898	-3.301045246	0.003909667	0.36780937	-1.798233925	Fam134b
-2.542189244	1421088_at	-2.542189244	2.704882931	-4.855096266	0.000122055	0.076345092	1.167896204	Gpc4
