Kinase,Substrates in Input,Substrates in Database,Input Fraction,Database Fraction,Difference,P-value,Z-score,Combined Score,Substrates
MAP4K3,1,5,0.004975124378109453,0.0011030222810500773,0.0038721020970593754,0.2293028970309309,35.15765222302328,-51.77707715832529,MAPK14
NUAK2,2,5,0.009950248756218905,0.0011030222810500773,0.008847226475168828,0.032716453254123666,15.165750888103101,-51.865005228158594,SMAD4;SMAD2
KSR2,2,5,0.009950248756218905,0.0011030222810500773,0.008847226475168828,0.032716453254123666,15.82510422854873,-54.11991266411303,MAPK1;MAPK3
EIF2AK3,3,7,0.014925373134328358,0.001544231193470108,0.01338114194085825,0.00725262024923642,11.12637381655032,-54.81288409615416,HSP90AA1;HSPA5;IKBKB
OBSCN,1,5,0.004975124378109453,0.0011030222810500773,0.0038721020970593754,0.2293028970309309,38.88383570576291,-57.26467025663647,CALM1
PKMYT1,1,6,0.004975124378109453,0.0013236267372600927,0.0036514976408493598,0.2620673043240812,43.112996366041294,-57.734938150236005,PIN1
CDK20,1,5,0.004975124378109453,0.0011030222810500773,0.0038721020970593754,0.2293028970309309,40.53902944991634,-59.70229304382837,CDK2
BRD2,2,7,0.009950248756218905,0.001544231193470108,0.008406017562748797,0.05304347223815263,20.701542526113613,-60.793049693289184,E2F1;RB1
CDC42BPG,1,4,0.004975124378109453,8.824178248400617E-4,0.004092706553269391,0.19509129859931879,37.19988871149068,-60.79531803458846,RAC1
CAMK1D,1,4,0.004975124378109453,8.824178248400617E-4,0.004092706553269391,0.19509129859931879,38.62133043060719,-63.1183626558114,EP300
STK19,1,6,0.004975124378109453,0.0013236267372600927,0.0036514976408493598,0.2620673043240812,51.47457627118644,-68.93238066995987,SP3
TSSK6,3,3,0.014925373134328358,6.618133686300463E-4,0.014263559765698312,0.0013716161612585182,10.732827785865615,-70.74828450303937,HSP90AB1;HSPA1A;HSPA8
NRBP1,1,5,0.004975124378109453,0.0011030222810500773,0.0038721020970593754,0.2293028970309309,50.90604320767995,-74.96991295860856,RAC3
TP53RK,1,4,0.004975124378109453,8.824178248400617E-4,0.004092706553269391,0.19509129859931879,46.64741271625204,-76.23528966900521,TP53
DYRK3,1,4,0.004975124378109453,8.824178248400617E-4,0.004092706553269391,0.19509129859931879,46.86904761904762,-76.59750484947321,SIRT1
FRK,3,5,0.014925373134328358,0.0011030222810500773,0.01382235085327828,0.003604858026232378,13.793944080467675,-77.59745849126945,FOS;RAC1;RB1
PNCK,2,2,0.009950248756218905,4.4120891242003087E-4,0.009509039843798875,0.010170821995553308,16.94225749677001,-77.73501217800587,HSP90AB1;HSP90AA1
STRADB,1,5,0.004975124378109453,0.0011030222810500773,0.0038721020970593754,0.2293028970309309,53.668424690263265,-79.03810381097675,MAP3K7
MAP3K13,1,4,0.004975124378109453,8.824178248400617E-4,0.004092706553269391,0.19509129859931879,49.08965767449431,-80.22662039868145,IKBKB
TSSK3,1,2,0.004975124378109453,4.4120891242003087E-4,0.004533915465689421,0.12206939611145126,39.851741534071905,-83.81481091341419,SMAD4
MAP3K6,1,4,0.004975124378109453,8.824178248400617E-4,0.004092706553269391,0.19509129859931879,52.35605154926216,-85.5648475095976,MAPK14
VRK2,2,5,0.009950248756218905,0.0011030222810500773,0.008847226475168828,0.032716453254123666,25.650823246184846,-87.72266481137947,MAP3K7;TP53
CAMK1G,1,3,0.004975124378109453,6.618133686300463E-4,0.004313311009479406,0.15936892081852888,48.32447045882334,-88.74950923855438,EP300
NPR1,1,4,0.004975124378109453,8.824178248400617E-4,0.004092706553269391,0.19509129859931879,56.27663081505495,-91.97220171412943,ATF7IP
GRK4,1,3,0.004975124378109453,6.618133686300463E-4,0.004313311009479406,0.15936892081852888,53.04291116891484,-97.41508370664206,CALM1
PAK6,2,3,0.009950248756218905,6.618133686300463E-4,0.00928843538758886,0.016479409683463613,23.89483210619246,-98.10366392015224,AR;ESR1
TRIM33,1,2,0.004975124378109453,4.4120891242003087E-4,0.004533915465689421,0.12206939611145126,49.02490195029415,-103.10748611825423,SMAD4
SCYL2,1,3,0.004975124378109453,6.618133686300463E-4,0.004313311009479406,0.15936892081852888,58.73670062235365,-107.87191882356132,CLTC
MOK,2,3,0.009950248756218905,6.618133686300463E-4,0.00928843538758886,0.016479409683463613,26.315278878230117,-108.04115565917401,JUN;MYC
RNASEL,1,3,0.004975124378109453,6.618133686300463E-4,0.004313311009479406,0.15936892081852888,64.25800618705745,-118.01198149928366,AR
SNRK,3,3,0.014925373134328358,6.618133686300463E-4,0.014263559765698312,0.0013716161612585182,18.039190118241383,-118.91011205550872,JUN;HSPA1A;NFATC2
LYK5,1,2,0.004975124378109453,4.4120891242003087E-4,0.004533915465689421,0.12206939611145126,56.78532011572323,-119.42893045434079,SMAD4
CDKL2,1,2,0.004975124378109453,4.4120891242003087E-4,0.004533915465689421,0.12206939611145126,80.59320908660476,-169.50086296037563,IRF3
TAF1L,1,1,0.004975124378109453,2.2060445621001543E-4,0.0047545199218994375,0.08312345672050804,71.17623143334178,-177.0457756249632,TBP
STK17A,1,2,0.004975124378109453,4.4120891242003087E-4,0.004533915465689421,0.12206939611145126,85.8585598976148,-180.5747675283928,TP53
