logFC	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene.symbols5
-1.001363507	1416249_at	-1.001363507	6.456880519	-2.230385641	0.047718859	0.579782964	-3.814120869	Nadk
-1.001222801	1448404_at	-1.001222801	4.514681303	-2.014159192	0.06935553	0.60216355	-4.126827332	Scamp2
1.000788153	1450872_s_at	1.000788153	5.699662374	1.845575606	0.092283205	0.636432786	-4.3617867	Lipa
1.001192741	1418741_at	1.001192741	5.949591363	3.318857403	0.006932017	0.416877473	-2.162657222	Itgb7
1.001228645	1434735_at	1.001228645	6.019630095	1.805419166	0.098687741	0.640232621	-4.416367697	Hlf
1.003019855	1416635_at	1.003019855	5.34113656	2.434503997	0.033340737	0.545063235	-3.510417802	Smpdl3a
1.005207015	1421694_a_at	1.005207015	4.164190853	2.744479737	0.019231349	0.506555978	-3.039866602	Vcan
1.007505777	1416488_at	1.007505777	6.632181652	2.685179714	0.021372434	0.511845036	-3.130421932	Ccng2
1.008858936	1421375_a_at	1.008858936	8.072418532	2.260015933	0.045311497	0.574673722	-3.770471387	S100a6
1.009568996	1420502_at	1.009568996	7.110550638	3.419550911	0.00580563	0.40378693	-2.010500638	Sat1
1.009705855	1449368_at	1.009705855	3.758892071	2.836382286	0.016327413	0.493963585	-2.89927149	Dcn
1.017031415	1448995_at	1.017031415	9.113482477	4.813929796	0.000556139	0.219363666	-0.040398014	Pf4
1.017873909	1428942_at	1.017873909	5.343576925	2.892532836	0.014773288	0.488525683	-2.813289155	Mt2
1.024196935	1434372_at	1.024196935	3.930246516	2.238157855	0.047075786	0.579100834	-3.802687611	AW112010
1.035107466	1450678_at	1.035107466	7.072338362	5.53336455	0.000183445	0.143862119	0.846633305	Itgb2
1.035358733	1422823_at	1.035358733	3.033483841	2.904181101	0.01446994	0.48839238	-2.795449515	Eps8
1.038974895	1418318_at	1.038974895	3.478255142	2.215652334	0.048961054	0.580184801	-3.835761543	Rnf128
1.056027458	1416778_at	1.056027458	3.201557716	2.415783877	0.034461076	0.551768394	-3.538533851	Sdpr
1.060014665	1425214_at	1.060014665	3.144098718	1.96426742	0.07551923	0.614119436	-4.19727593	P2ry6
1.069875563	1456341_a_at	1.069875563	7.793172667	1.926434241	0.080529157	0.619234274	-4.250204302	Klf9
1.076839786	1448123_s_at	1.076839786	7.267277541	1.993393907	0.071861505	0.605885159	-4.156235607	Tgfbi
1.099348167	1425144_at	1.099348167	2.886978	3.02129158	0.011747079	0.486890176	-2.616139165	Klk1b11
